author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price
Иосиф Топский,realtor,https://www.cian.ru/rent/flat/307367266/,2,5,3,60.0,Покровское-Стрешнево,Полесский проезд,4К1,90000
ID 151531,realtor,https://www.cian.ru/rent/flat/306231091/,8,23,3,146.2,Покровское-Стрешнево,Иваньковское шоссе,5,250000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/305960545/,15,15,3,100.0,Щукино,Щукинская ,2,300000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307720628/,5,9,1,36.0,Строгино, Маршала Катукова,6К2,70000
ГАРАНТ,real_estate_agent,https://www.cian.ru/rent/flat/307673427/,3,17,1,36.0,Строгино, Исаковского,33К4,52000
ID 5419,realtor,https://www.cian.ru/rent/flat/307369620/,6,12,1,39.0,Строгино,Строгинский бульвар,26К3,70000
ФРИДОМ,real_estate_agent,https://www.cian.ru/rent/flat/304940887/,16,16,1,39.0,Строгино, Твардовского,23,63000
ID 4569,official_representative,https://www.cian.ru/rent/flat/273981857/,1,12,1,26.0,Строгино, Маршала Катукова,25К1,56000
ID 146309,realtor,https://www.cian.ru/rent/flat/297860709/,6,9,2,45.0,Строгино, Исаковского,24К1,67000
Центральная Академия Недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/300114193/,9,9,2,45.0,Хорошево-Мневники, Маршала Тухачевского,26К1,54000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307592382/,12,12,2,40.0,Строгино, Маршала Катукова,25К1,74000
Лариса Рассказова,realtor,https://www.cian.ru/rent/flat/306398837/,14,16,2,57.7,Строгино,Таллинская ,2,70000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/305837598/,16,25,2,39.0,Кунцево,№ 100 кв-л,1к2,75000
Андрей Мосякин,realtor,https://www.cian.ru/rent/flat/307731507/,8,16,3,75.0,Строгино, Исаковского,4К2,75000
Марина Сударева,realtor,https://www.cian.ru/rent/flat/307654785/,6,16,3,75.5,Строгино, Кулакова,2К1,95000
ЦДВ Инвест,real_estate_agent,https://www.cian.ru/rent/flat/307628444/,8,17,3,80.0,Строгино, Твардовского,3К1,100000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307587327/,12,12,3,65.0,Строгино, Твардовского,21К2,85000
ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307573531/,12,12,3,65.0,Строгино, Твардовского,21К2,85000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307442338/,12,12,3,65.0,Строгино, Твардовского,21К2,85000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307335003/,8,9,3,72.0,Строгино, Исаковского,12К2,90000
ID 16063272,homeowner,https://www.cian.ru/rent/flat/306966185/,14,22,3,75.0,Строгино,Строгинский бульвар,30,135000
Ирина Игонина,realtor,https://www.cian.ru/rent/flat/306940871/,16,22,3,78.6,Строгино,Строгинский бульвар,4,145000
Капитал,real_estate_agent,https://www.cian.ru/rent/flat/306881677/,22,29,3,110.0,Строгино, Маршала Катукова,24к6,250000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306654643/,25,37,3,120.0,Строгино, Исаковского,39К1,170000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306653791/,13,22,3,85.0,Строгино,Неманский проезд,13К1,150000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/306595296/,13,22,3,90.0,Строгино,Неманский проезд,13К1,150000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306558102/,13,22,3,78.0,Строгино,Неманский проезд,13К1,160000
ID 69398876,unknown,https://www.cian.ru/rent/flat/301246258/,3,9,3,60.0,Строгино, Исаковского,12К2,80000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301157157/,17,28,3,126.0,Строгино, Маршала Катукова,24к5,200000
Суламит-НГС,real_estate_agent,https://www.cian.ru/rent/flat/301133763/,13,22,3,85.0,Строгино,Неманский проезд,13К1,150000
My Hoyse,real_estate_agent,https://www.cian.ru/rent/flat/300661050/,17,29,3,126.0,Строгино, Маршала Катукова,24к5,190000
ID 50387557,realtor,https://www.cian.ru/rent/flat/299236762/,6,12,3,75.0,Строгино,Неманский проезд,11,75000
ID 223852,realtor,https://www.cian.ru/rent/flat/230751342/,12,12,3,65.0,Строгино, Твардовского,21К2,85000
ID 84848376,homeowner,https://www.cian.ru/rent/flat/278120719/,5,9,1,35.0,Дорогомилово,Кутузовский проспект,15,115000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/305598602/,2,8,2,65.0,Дорогомилово,набережная Тараса Шевченко,1,160000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/305553394/,2,8,2,62.0,Дорогомилово,набережная Тараса Шевченко,1,160000
ID 48771544,realtor,https://www.cian.ru/rent/flat/264515521/,9,10,2,70.0,Дорогомилово,Кутузовский проспект,10,130000
Святослав Теплов,realtor,https://www.cian.ru/rent/flat/246142196/,4,9,2,75.4,Дорогомилово,Кутузовский проспект,26К2,120000
Елизавета Кондрашова,realtor,https://www.cian.ru/rent/flat/227390402/,8,9,2,45.0,Дорогомилово,Кутузовский проспект,17,110000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307607173/,4,8,3,70.0,Дорогомилово,Кутузовский проспект,26К1,230000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307384778/,4,8,3,70.0,Дорогомилово,Кутузовский проспект,26К1,230000
Вариант,real_estate_agent,https://www.cian.ru/rent/flat/307673416/,4,7,1,20.0,Тверской,Цветной бульвар,23С1,105000
Дипломат,real_estate_agent,https://www.cian.ru/rent/flat/277316162/,8,8,1,40.0,Мещанский,Малая Сухаревская площадь,2/4,100000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307636558/,1,5,2,68.0,Мещанский,переулок Большой Головин,14,141000
Владис,real_estate_agent,https://www.cian.ru/rent/flat/306947203/,4,8,2,58.0,Мещанский,Садовая-Сухаревская ,13/15,500000
ID 136061,realtor,https://www.cian.ru/rent/flat/306648430/,7,12,2,60.0,Мещанский, Гиляровского,33,120000
ID 8588,realtor,https://www.cian.ru/rent/flat/306593711/,2,5,2,54.2,Мещанский,переулок Васнецова,11К2,115000
Елена Воинова,realtor,https://www.cian.ru/rent/flat/307461319/,4,8,3,58.0,Мещанский,Садовая-Сухаревская ,13/15,500000
Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307322747/,3,8,3,115.0,Мещанский,Большой Сухаревский переулок,11,350000
ID 34771,real_estate_agent,https://www.cian.ru/rent/flat/307264348/,6,11,3,115.0,Мещанский,Троицкая ,9К1,170000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/305506265/,2,5,3,84.0,Мещанский,Последний переулок,3,180000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/305459524/,4,8,3,58.0,Мещанский,Садовая-Сухаревская ,13/15,500000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/305362900/,2,5,3,84.0,Мещанский,Последний переулок,3,180000
ID 69807890,homeowner,https://www.cian.ru/rent/flat/305297047/,4,8,3,58.0,Мещанский,Садовая-Сухаревская ,13/15,500000
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/303819986/,5,8,3,58.0,Мещанский,Садовая-Сухаревская ,13/15,500000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/303680176/,4,8,3,48.0,Мещанский,Садовая-Сухаревская ,13/15,520000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/300578284/,4,8,3,65.0,Мещанский,Садовая-Сухаревская ,13/15,500000
ID 81158915,homeowner,https://www.cian.ru/rent/flat/283768361/,2,5,3,84.0,Мещанский,Последний переулок,3,180000
Столичный Проспект,real_estate_agent,https://www.cian.ru/rent/flat/307604148/,2,5,1,30.0,Южное Тушино,Лодочная ,39С1,43000
ID 68778,realtor,https://www.cian.ru/rent/flat/307492335/,12,20,2,59.0,Покровское-Стрешнево, Циолковского,7,110000
ID 60578993,unknown,https://www.cian.ru/rent/flat/307257068/,4,5,2,45.0,Южное Тушино,Лодочная ,31С1,60000
ID 909,realtor,https://www.cian.ru/rent/flat/306885499/,15,17,2,58.0,Северное Тушино, Вилиса Лациса,38к2,55000
На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/306600446/,4,9,2,45.0,Северное Тушино,бульвар Яна Райниса,4К4,80000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/304340788/,13,16,2,56.0,Северное Тушино, Вилиса Лациса,1К1,80000
ID 530086,realtor,https://www.cian.ru/rent/flat/304306293/,12,12,2,52.0,Северное Тушино, Свободы,79,65000
ID 19707,realtor,https://www.cian.ru/rent/flat/292287427/,3,5,2,48.0,Южное Тушино, Фабрициуса,25К1,55000
Арбат,real_estate_agent,https://www.cian.ru/rent/flat/287093531/,3,5,2,45.0,Северное Тушино,Химкинский бульвар,16К3,59800
Алексей Симаков,realtor,https://www.cian.ru/rent/flat/286299490/,1,5,2,44.0,Северное Тушино, Свободы,89К3,48000
ID 812281,realtor,https://www.cian.ru/rent/flat/282565353/,2,9,2,46.0,Северное Тушино,бульвар Яна Райниса,2К1,135000
ID 10616927,homeowner,https://www.cian.ru/rent/flat/282434037/,4,9,2,78.0,Куркино,Ландышевая ,14К1,85000
ID 91078590,homeowner,https://www.cian.ru/rent/flat/275616427/,9,16,2,60.0,Северное Тушино, Вилиса Лациса,5К1,89800
ID 25558,realtor,https://www.cian.ru/rent/flat/261625294/,5,12,2,50.0,Северное Тушино,бульвар Яна Райниса,22К1,70000
Анжела Болян,realtor,https://www.cian.ru/rent/flat/252616967/,9,9,2,46.0,Южное Тушино,Туристская ,4К5,55000
ID 308341,homeowner,https://www.cian.ru/rent/flat/209026927/,12,16,2,70.0,Северное Тушино, Вилиса Лациса,27К3,80000
Виталий Гугуев,realtor,https://www.cian.ru/rent/flat/207418943/,5,5,2,45.0,Южное Тушино, Фабрициуса,10к1,55000
ID 122100738,homeowner,https://www.cian.ru/rent/flat/307745794/,3,17,1,38.0,Коньково, Академика Капицы,32К1,75000
Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/307740164/,3,16,1,38.0,Теплый Стан, Теплый Стан,4,70000
Олеся Алексеевна Злобина,realtor,https://www.cian.ru/rent/flat/307688979/,8,9,1,32.0,Теплый Стан, Теплый Стан,14/2,64000
МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307653814/,1,12,1,35.0,Теплый Стан, Теплый Стан,15К7,60000
ОЛИМПИК СТАР,real_estate_agent,https://www.cian.ru/rent/flat/307635309/,3,16,1,38.0,Теплый Стан, Теплый Стан,4,70000
ID 79499377,realtor,https://www.cian.ru/rent/flat/298515822/,3,16,1,67.0,Теплый Стан, Генерала Тюленева,29К4,70000
ID 25122,realtor,https://www.cian.ru/rent/flat/286897244/,4,9,1,35.0,Теплый Стан, Теплый Стан,21К6,50000
ID 107088849,unknown,https://www.cian.ru/rent/flat/307743789/,3,17,2,50.8,Теплый Стан,Профсоюзная ,136К1,80000
Анна Ремизова,realtor,https://www.cian.ru/rent/flat/307721081/,5,12,2,47.6,Теплый Стан, Теплый Стан,5К2,65000
5SEASONS,real_estate_agent,https://www.cian.ru/rent/flat/307549599/,11,14,2,64.0,Теплый Стан, Теплый Стан,5к4,80000
ID 15691890,homeowner,https://www.cian.ru/rent/flat/307392429/,2,17,2,51.5,Коньково,Профсоюзная ,113К3,75000
Наталья Самарина,realtor,https://www.cian.ru/rent/flat/307362096/,14,16,2,50.7,Теплый Стан, Теплый Стан,15К1,70000
Ольга Николаевна Чванова,realtor,https://www.cian.ru/rent/flat/307204519/,11,16,2,58.0,Теплый Стан, Теплый Стан,17,70000
ID 359996,realtor,https://www.cian.ru/rent/flat/306496464/,13,16,2,51.0,Теплый Стан, Теплый Стан,5К3,90000
ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/305096505/,3,12,2,42.0,, Бачуринская,19,60000
ID 12907860,unknown,https://www.cian.ru/rent/flat/294987879/,2,12,2,44.0,Теплый Стан, Генерала Тюленева,41,70000
ID 87029552,homeowner,https://www.cian.ru/rent/flat/277867542/,4,24,2,47.0,, Бачуринская,11Ак2,67000
EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307771640/,21,25,3,68.0,, Бачуринская,11Ак1,90000
ID 78967371,unknown,https://www.cian.ru/rent/flat/304331218/,13,17,3,111.0,Теплый Стан, Академика Виноградова,3к1,160000
